,Id,file_id,words
1982,s94,08_1056.xml,"[0, 1138, 20, 40, 1403]"
1983,s94,08_1056.xml,"[1138, 20, 40, 1403, 13756]"
1984,s94,08_1056.xml,"[20, 40, 1403, 13756, 6]"
1985,s94,08_1056.xml,"[40, 1403, 13756, 6, 158]"
1986,s94,08_1056.xml,"[1403, 13756, 6, 158, 201534]"
1987,s95,08_1056.xml,"[20, 4334, 12, 518, 4641]"
1988,s95,08_1056.xml,"[4334, 12, 518, 4641, 4]"
1989,s95,08_1056.xml,"[12, 518, 4641, 4, 201534]"
1990,s95,08_1056.xml,"[518, 4641, 4, 201534, 2627]"
1991,s95,08_1056.xml,"[4641, 4, 201534, 2627, 6]"
1992,s95,08_1056.xml,"[4, 201534, 2627, 6, 5777]"
1993,s95,08_1056.xml,"[201534, 2627, 6, 5777, 47]"
1994,s95,08_1056.xml,"[2627, 6, 5777, 47, 901]"
1995,s95,08_1056.xml,"[6, 5777, 47, 901, 868]"
1996,s95,08_1056.xml,"[5777, 47, 901, 868, 1386]"
1997,s95,08_1056.xml,"[47, 901, 868, 1386, 12]"
1998,s95,08_1056.xml,"[901, 868, 1386, 12, 0]"
1999,s95,08_1056.xml,"[868, 1386, 12, 0, 2333]"
2000,s95,08_1056.xml,"[1386, 12, 0, 2333, 6]"
2001,s95,08_1056.xml,"[12, 0, 2333, 6, 1138]"
2002,s95,08_1056.xml,"[0, 2333, 6, 1138, 30]"
2003,s95,08_1056.xml,"[2333, 6, 1138, 30, 11260]"
2004,s95,08_1056.xml,"[6, 1138, 30, 11260, 21]"
2005,s95,08_1056.xml,"[1138, 30, 11260, 21, 201534]"
2006,s96,08_1056.xml,"[6456, 3850, 40, 84, 424]"
2007,s96,08_1056.xml,"[3850, 40, 84, 424, 74]"
2008,s96,08_1056.xml,"[40, 84, 424, 74, 0]"
2009,s96,08_1056.xml,"[84, 424, 74, 0, 2627]"
2010,s96,08_1056.xml,"[424, 74, 0, 2627, 3]"
2011,s96,08_1056.xml,"[74, 0, 2627, 3, 69579]"
2012,s96,08_1056.xml,"[0, 2627, 3, 69579, 6]"
2013,s96,08_1056.xml,"[2627, 3, 69579, 6, 6258]"
2014,s96,08_1056.xml,"[3, 69579, 6, 6258, 4]"
2015,s96,08_1056.xml,"[69579, 6, 6258, 4, 0]"
2016,s96,08_1056.xml,"[6, 6258, 4, 0, 201534]"
2017,s96,08_1056.xml,"[6258, 4, 0, 201534, 201534]"
2018,s97,08_1056.xml,"[759, 4255, 10, 201534, 4334]"
2019,s97,08_1056.xml,"[4255, 10, 201534, 4334, 12]"
2020,s97,08_1056.xml,"[10, 201534, 4334, 12, 20]"
2021,s97,08_1056.xml,"[201534, 4334, 12, 20, 15]"
2022,s97,08_1056.xml,"[4334, 12, 20, 15, 706]"
2023,s97,08_1056.xml,"[12, 20, 15, 706, 22]"
2024,s97,08_1056.xml,"[20, 15, 706, 22, 0]"
2025,s97,08_1056.xml,"[15, 706, 22, 0, 79]"
2026,s97,08_1056.xml,"[706, 22, 0, 79, 12]"
2027,s97,08_1056.xml,"[22, 0, 79, 12, 69579]"
2028,s97,08_1056.xml,"[0, 79, 12, 69579, 1285]"
2029,s97,08_1056.xml,"[79, 12, 69579, 1285, 0]"
2030,s97,08_1056.xml,"[12, 69579, 1285, 0, 901]"
2031,s97,08_1056.xml,"[69579, 1285, 0, 901, 12]"
2032,s97,08_1056.xml,"[1285, 0, 901, 12, 20]"
2033,s97,08_1056.xml,"[0, 901, 12, 20, 15]"
2034,s97,08_1056.xml,"[901, 12, 20, 15, 1309]"
2035,s97,08_1056.xml,"[12, 20, 15, 1309, 4]"
2036,s97,08_1056.xml,"[20, 15, 1309, 4, 2188]"
2037,s97,08_1056.xml,"[15, 1309, 4, 2188, 29]"
2038,s97,08_1056.xml,"[1309, 4, 2188, 29, 29812]"
2039,s97,08_1056.xml,"[4, 2188, 29, 29812, 704]"
2040,s97,08_1056.xml,"[2188, 29, 29812, 704, 124]"
2041,s97,08_1056.xml,"[29, 29812, 704, 124, 42]"
2042,s97,08_1056.xml,"[29812, 704, 124, 42, 20]"
2043,s97,08_1056.xml,"[704, 124, 42, 20, 54]"
2044,s97,08_1056.xml,"[124, 42, 20, 54, 33]"
2045,s97,08_1056.xml,"[42, 20, 54, 33, 1174]"
2046,s97,08_1056.xml,"[20, 54, 33, 1174, 25]"
2047,s97,08_1056.xml,"[54, 33, 1174, 25, 201534]"
2048,s98,08_1056.xml,"[519, 6, 47, 982, 10294]"
2049,s98,08_1056.xml,"[6, 47, 982, 10294, 3]"
2050,s98,08_1056.xml,"[47, 982, 10294, 3, 201534]"
2051,s98,08_1056.xml,"[982, 10294, 3, 201534, 201534]"
2052,s98,08_1056.xml,"[10294, 3, 201534, 201534, 2549]"
2053,s98,08_1056.xml,"[3, 201534, 201534, 2549, 12]"
2054,s98,08_1056.xml,"[201534, 201534, 2549, 12, 0]"
2055,s98,08_1056.xml,"[201534, 2549, 12, 0, 268]"
2056,s98,08_1056.xml,"[2549, 12, 0, 268, 4]"
2057,s98,08_1056.xml,"[12, 0, 268, 4, 1060]"
2058,s98,08_1056.xml,"[0, 268, 4, 1060, 38412]"
2059,s98,08_1056.xml,"[268, 4, 1060, 38412, 1138]"
2060,s98,08_1056.xml,"[4, 1060, 38412, 1138, 14]"
2061,s98,08_1056.xml,"[1060, 38412, 1138, 14, 6]"
2062,s98,08_1056.xml,"[38412, 1138, 14, 6, 0]"
2063,s98,08_1056.xml,"[1138, 14, 6, 0, 201534]"
2064,s98,08_1056.xml,"[14, 6, 0, 201534, 13961]"
2065,s98,08_1056.xml,"[6, 0, 201534, 13961, 5]"
2066,s98,08_1056.xml,"[0, 201534, 13961, 5, 54]"
2067,s98,08_1056.xml,"[201534, 13961, 5, 54, 30]"
2068,s98,08_1056.xml,"[13961, 5, 54, 30, 13412]"
2069,s98,08_1056.xml,"[5, 54, 30, 13412, 201534]"
2070,s98,08_1056.xml,"[54, 30, 13412, 201534, 0]"
2071,s98,08_1056.xml,"[30, 13412, 201534, 0, 868]"
2072,s98,08_1056.xml,"[13412, 201534, 0, 868, 3]"
2073,s98,08_1056.xml,"[201534, 0, 868, 3, 0]"
2074,s98,08_1056.xml,"[0, 868, 3, 0, 305]"
2075,s98,08_1056.xml,"[868, 3, 0, 305, 100]"
2076,s98,08_1056.xml,"[3, 0, 305, 100, 201534]"
2077,s98,08_1056.xml,"[0, 305, 100, 201534, 347]"
2078,s98,08_1056.xml,"[305, 100, 201534, 347, 202]"
2079,s98,08_1056.xml,"[100, 201534, 347, 202, 3]"
2080,s98,08_1056.xml,"[201534, 347, 202, 3, 603]"
2081,s98,08_1056.xml,"[347, 202, 3, 603, 743]"
2082,s98,08_1056.xml,"[202, 3, 603, 743, 2976]"
2083,s98,08_1056.xml,"[3, 603, 743, 2976, 201534]"
2084,s98,08_1056.xml,"[603, 743, 2976, 201534, 1534]"
2085,s98,08_1056.xml,"[743, 2976, 201534, 1534, 201534]"
2086,s99,08_1056.xml,"[19, 201534, 339, 20, 0]"
2087,s99,08_1056.xml,"[201534, 339, 20, 0, 995]"
2088,s99,08_1056.xml,"[339, 20, 0, 995, 10]"
2089,s99,08_1056.xml,"[20, 0, 995, 10, 5217]"
2090,s99,08_1056.xml,"[0, 995, 10, 5217, 15]"
2091,s99,08_1056.xml,"[995, 10, 5217, 15, 401]"
2092,s99,08_1056.xml,"[10, 5217, 15, 401, 20]"
2093,s99,08_1056.xml,"[5217, 15, 401, 20, 15]"
2094,s99,08_1056.xml,"[15, 401, 20, 15, 16530]"
2095,s99,08_1056.xml,"[401, 20, 15, 16530, 10]"
2096,s99,08_1056.xml,"[20, 15, 16530, 10, 69579]"
2097,s99,08_1056.xml,"[15, 16530, 10, 69579, 4]"
2098,s99,08_1056.xml,"[16530, 10, 69579, 4, 5903]"
2099,s99,08_1056.xml,"[10, 69579, 4, 5903, 47]"
2100,s99,08_1056.xml,"[69579, 4, 5903, 47, 201534]"
2101,s100,08_1056.xml,"[0, 73967, 3, 0, 7722]"
2102,s100,08_1056.xml,"[73967, 3, 0, 7722, 15]"
2103,s100,08_1056.xml,"[3, 0, 7722, 15, 4]"
2104,s100,08_1056.xml,"[0, 7722, 15, 4, 30]"
2105,s100,08_1056.xml,"[7722, 15, 4, 30, 201534]"
2106,s100,08_1056.xml,"[15, 4, 30, 201534, 201534]"
2107,s100,08_1056.xml,"[4, 30, 201534, 201534, 19]"
2108,s100,08_1056.xml,"[30, 201534, 201534, 19, 22]"
2109,s100,08_1056.xml,"[201534, 201534, 19, 22, 0]"
2110,s100,08_1056.xml,"[201534, 19, 22, 0, 1257]"
2111,s100,08_1056.xml,"[19, 22, 0, 1257, 3]"
2112,s100,08_1056.xml,"[22, 0, 1257, 3, 0]"
2113,s100,08_1056.xml,"[0, 1257, 3, 0, 901]"
2114,s100,08_1056.xml,"[1257, 3, 0, 901, 5]"
2115,s100,08_1056.xml,"[3, 0, 901, 5, 13]"
2116,s100,08_1056.xml,"[0, 901, 5, 13, 0]"
2117,s100,08_1056.xml,"[901, 5, 13, 0, 1521]"
2118,s100,08_1056.xml,"[5, 13, 0, 1521, 3]"
2119,s100,08_1056.xml,"[13, 0, 1521, 3, 0]"
2120,s100,08_1056.xml,"[0, 1521, 3, 0, 906]"
2121,s100,08_1056.xml,"[1521, 3, 0, 906, 779]"
2122,s100,08_1056.xml,"[3, 0, 906, 779, 22]"
2123,s100,08_1056.xml,"[0, 906, 779, 22, 0]"
2124,s100,08_1056.xml,"[906, 779, 22, 0, 79]"
2125,s100,08_1056.xml,"[779, 22, 0, 79, 3]"
2126,s100,08_1056.xml,"[22, 0, 79, 3, 0]"
2127,s100,08_1056.xml,"[0, 79, 3, 0, 201534]"
2128,s100,08_1056.xml,"[79, 3, 0, 201534, 34]"
2129,s100,08_1056.xml,"[3, 0, 201534, 34, 201534]"
2130,s100,08_1056.xml,"[0, 201534, 34, 201534, 17]"
2131,s100,08_1056.xml,"[201534, 34, 201534, 17, 0]"
2132,s100,08_1056.xml,"[34, 201534, 17, 0, 2161]"
2133,s100,08_1056.xml,"[201534, 17, 0, 2161, 3]"
2134,s100,08_1056.xml,"[17, 0, 2161, 3, 25480]"
2135,s100,08_1056.xml,"[0, 2161, 3, 25480, 19]"
2136,s100,08_1056.xml,"[2161, 3, 25480, 19, 4]"
2137,s100,08_1056.xml,"[3, 25480, 19, 4, 0]"
2138,s100,08_1056.xml,"[25480, 19, 4, 0, 3072]"
2139,s100,08_1056.xml,"[19, 4, 0, 3072, 847]"
2140,s100,08_1056.xml,"[4, 0, 3072, 847, 6]"
2141,s100,08_1056.xml,"[0, 3072, 847, 6, 0]"
2142,s100,08_1056.xml,"[3072, 847, 6, 0, 201534]"
2143,s101,08_1056.xml,"[7, 14282, 901, 4, 3622]"
2144,s101,08_1056.xml,"[14282, 901, 4, 3622, 15]"
2145,s101,08_1056.xml,"[901, 4, 3622, 15, 5005]"
2146,s101,08_1056.xml,"[4, 3622, 15, 5005, 0]"
2147,s101,08_1056.xml,"[3622, 15, 5005, 0, 1698]"
2148,s101,08_1056.xml,"[15, 5005, 0, 1698, 3]"
2149,s101,08_1056.xml,"[5005, 0, 1698, 3, 5346]"
2150,s101,08_1056.xml,"[0, 1698, 3, 5346, 21]"
2151,s101,08_1056.xml,"[1698, 3, 5346, 21, 0]"
2152,s101,08_1056.xml,"[3, 5346, 21, 0, 201534]"
2153,s102,08_1056.xml,"[904, 201534, 208, 66, 7]"
2154,s102,08_1056.xml,"[201534, 208, 66, 7, 223]"
2155,s102,08_1056.xml,"[208, 66, 7, 223, 3]"
2156,s102,08_1056.xml,"[66, 7, 223, 3, 3355]"
2157,s102,08_1056.xml,"[7, 223, 3, 3355, 6]"
2158,s102,08_1056.xml,"[223, 3, 3355, 6, 6476]"
2159,s102,08_1056.xml,"[3, 3355, 6, 6476, 3]"
2160,s102,08_1056.xml,"[3355, 6, 6476, 3, 29]"
2161,s102,08_1056.xml,"[6, 6476, 3, 29, 1060]"
2162,s102,08_1056.xml,"[6476, 3, 29, 1060, 3]"
2163,s102,08_1056.xml,"[3, 29, 1060, 3, 38412]"
2164,s102,08_1056.xml,"[29, 1060, 3, 38412, 201534]"
2165,s102,08_1056.xml,"[1060, 3, 38412, 201534, 201534]"
2166,s102,08_1056.xml,"[3, 38412, 201534, 201534, 20]"
2167,s102,08_1056.xml,"[38412, 201534, 201534, 20, 54]"
2168,s102,08_1056.xml,"[201534, 201534, 20, 54, 33]"
2169,s102,08_1056.xml,"[201534, 20, 54, 33, 51]"
2170,s102,08_1056.xml,"[20, 54, 33, 51, 5278]"
2171,s102,08_1056.xml,"[54, 33, 51, 5278, 4]"
2172,s102,08_1056.xml,"[33, 51, 5278, 4, 1543]"
2173,s102,08_1056.xml,"[51, 5278, 4, 1543, 69579]"
2174,s102,08_1056.xml,"[5278, 4, 1543, 69579, 4]"
2175,s102,08_1056.xml,"[4, 1543, 69579, 4, 1863]"
2176,s102,08_1056.xml,"[1543, 69579, 4, 1863, 201534]"
2177,s102,08_1056.xml,"[69579, 4, 1863, 201534, 201534]"
2178,s103,08_1056.xml,"[201534, 69579, 14, 6, 7]"
2179,s103,08_1056.xml,"[69579, 14, 6, 7, 3542]"
2180,s103,08_1056.xml,"[14, 6, 7, 3542, 2771]"
2181,s103,08_1056.xml,"[6, 7, 3542, 2771, 704]"
2182,s103,08_1056.xml,"[7, 3542, 2771, 704, 19]"
2183,s103,08_1056.xml,"[3542, 2771, 704, 19, 7]"
2184,s103,08_1056.xml,"[2771, 704, 19, 7, 712]"
2185,s103,08_1056.xml,"[704, 19, 7, 712, 3]"
2186,s103,08_1056.xml,"[19, 7, 712, 3, 797]"
2187,s103,08_1056.xml,"[7, 712, 3, 797, 47]"
2188,s103,08_1056.xml,"[712, 3, 797, 47, 801]"
2189,s103,08_1056.xml,"[3, 797, 47, 801, 98]"
2190,s103,08_1056.xml,"[797, 47, 801, 98, 201534]"
2191,s103,08_1056.xml,"[47, 801, 98, 201534, 73]"
2192,s103,08_1056.xml,"[801, 98, 201534, 73, 20]"
2193,s103,08_1056.xml,"[98, 201534, 73, 20, 54]"
2194,s103,08_1056.xml,"[201534, 73, 20, 54, 33]"
2195,s103,08_1056.xml,"[73, 20, 54, 33, 51]"
2196,s103,08_1056.xml,"[20, 54, 33, 51, 40]"
2197,s103,08_1056.xml,"[54, 33, 51, 40, 20]"
2198,s103,08_1056.xml,"[33, 51, 40, 20, 2117]"
2199,s103,08_1056.xml,"[51, 40, 20, 2117, 0]"
2200,s103,08_1056.xml,"[40, 20, 2117, 0, 201534]"
2201,s104,08_1056.xml,"[201534, 11666, 22, 0, 79]"
2202,s104,08_1056.xml,"[11666, 22, 0, 79, 3]"
2203,s104,08_1056.xml,"[22, 0, 79, 3, 0]"
2204,s104,08_1056.xml,"[0, 79, 3, 0, 201534]"
2205,s104,08_1056.xml,"[79, 3, 0, 201534, 34]"
2206,s104,08_1056.xml,"[3, 0, 201534, 34, 17]"
2207,s104,08_1056.xml,"[0, 201534, 34, 17, 0]"
2208,s104,08_1056.xml,"[201534, 34, 17, 0, 2161]"
2209,s104,08_1056.xml,"[34, 17, 0, 2161, 3]"
2210,s104,08_1056.xml,"[17, 0, 2161, 3, 25480]"
2211,s104,08_1056.xml,"[0, 2161, 3, 25480, 201534]"
2212,s104,08_1056.xml,"[2161, 3, 25480, 201534, 151]"
2213,s104,08_1056.xml,"[3, 25480, 201534, 151, 296]"
2214,s104,08_1056.xml,"[25480, 201534, 151, 296, 0]"
2215,s104,08_1056.xml,"[201534, 151, 296, 0, 2161]"
2216,s104,08_1056.xml,"[151, 296, 0, 2161, 3]"
2217,s104,08_1056.xml,"[296, 0, 2161, 3, 201534]"
2218,s104,08_1056.xml,"[0, 2161, 3, 201534, 69579]"
2219,s104,08_1056.xml,"[2161, 3, 201534, 69579, 15]"
2220,s104,08_1056.xml,"[3, 201534, 69579, 15, 1786]"
2221,s104,08_1056.xml,"[201534, 69579, 15, 1786, 2993]"
2222,s104,08_1056.xml,"[69579, 15, 1786, 2993, 4]"
2223,s104,08_1056.xml,"[15, 1786, 2993, 4, 4372]"
2224,s104,08_1056.xml,"[1786, 2993, 4, 4372, 6]"
2225,s104,08_1056.xml,"[2993, 4, 4372, 6, 47]"
2226,s104,08_1056.xml,"[4, 4372, 6, 47, 201534]"
2227,s105,08_1056.xml,"[201534, 20, 15, 3462, 8671]"
2228,s105,08_1056.xml,"[20, 15, 3462, 8671, 10]"
2229,s105,08_1056.xml,"[15, 3462, 8671, 10, 69579]"
2230,s105,08_1056.xml,"[3462, 8671, 10, 69579, 4]"
2231,s105,08_1056.xml,"[8671, 10, 69579, 4, 3921]"
2232,s105,08_1056.xml,"[10, 69579, 4, 3921, 7]"
2233,s105,08_1056.xml,"[69579, 4, 3921, 7, 1547]"
2234,s105,08_1056.xml,"[4, 3921, 7, 1547, 98]"
2235,s105,08_1056.xml,"[3921, 7, 1547, 98, 201534]"
2236,s105,08_1056.xml,"[7, 1547, 98, 201534, 61]"
2237,s105,08_1056.xml,"[1547, 98, 201534, 61, 20]"
2238,s105,08_1056.xml,"[98, 201534, 61, 20, 40]"
2239,s105,08_1056.xml,"[201534, 61, 20, 40, 55]"
2240,s105,08_1056.xml,"[61, 20, 40, 55, 68]"
2241,s105,08_1056.xml,"[20, 40, 55, 68, 8663]"
2242,s105,08_1056.xml,"[40, 55, 68, 8663, 17]"
2243,s105,08_1056.xml,"[55, 68, 8663, 17, 191]"
2244,s105,08_1056.xml,"[68, 8663, 17, 191, 3667]"
2245,s105,08_1056.xml,"[8663, 17, 191, 3667, 2002]"
2246,s105,08_1056.xml,"[17, 191, 3667, 2002, 779]"
2247,s105,08_1056.xml,"[191, 3667, 2002, 779, 4]"
2248,s105,08_1056.xml,"[3667, 2002, 779, 4, 101]"
2249,s105,08_1056.xml,"[2002, 779, 4, 101, 42]"
2250,s105,08_1056.xml,"[779, 4, 101, 42, 54]"
2251,s105,08_1056.xml,"[4, 101, 42, 54, 33]"
2252,s105,08_1056.xml,"[101, 42, 54, 33, 5456]"
2253,s105,08_1056.xml,"[42, 54, 33, 5456, 0]"
2254,s105,08_1056.xml,"[54, 33, 5456, 0, 1267]"
2255,s105,08_1056.xml,"[33, 5456, 0, 1267, 3]"
2256,s105,08_1056.xml,"[5456, 0, 1267, 3, 69579]"
2257,s105,08_1056.xml,"[0, 1267, 3, 69579, 24968]"
2258,s105,08_1056.xml,"[1267, 3, 69579, 24968, 339]"
2259,s105,08_1056.xml,"[3, 69579, 24968, 339, 22]"
2260,s105,08_1056.xml,"[69579, 24968, 339, 22, 44]"
2261,s105,08_1056.xml,"[24968, 339, 22, 44, 201534]"
2262,s106,08_1056.xml,"[201534, 69579, 5974, 0, 201534]"
2263,s106,08_1056.xml,"[69579, 5974, 0, 201534, 201534]"
2264,s106,08_1056.xml,"[5974, 0, 201534, 201534, 1872]"
2265,s106,08_1056.xml,"[0, 201534, 201534, 1872, 19]"
2266,s106,08_1056.xml,"[201534, 201534, 1872, 19, 7]"
2267,s106,08_1056.xml,"[201534, 1872, 19, 7, 889]"
2268,s106,08_1056.xml,"[1872, 19, 7, 889, 3]"
2269,s106,08_1056.xml,"[19, 7, 889, 3, 1309]"
2270,s106,08_1056.xml,"[7, 889, 3, 1309, 4]"
2271,s106,08_1056.xml,"[889, 3, 1309, 4, 1885]"
2272,s106,08_1056.xml,"[3, 1309, 4, 1885, 29]"
2273,s106,08_1056.xml,"[1309, 4, 1885, 29, 1979]"
2274,s106,08_1056.xml,"[4, 1885, 29, 1979, 6]"
2275,s106,08_1056.xml,"[1885, 29, 1979, 6, 6726]"
2276,s106,08_1056.xml,"[29, 1979, 6, 6726, 4]"
2277,s106,08_1056.xml,"[1979, 6, 6726, 4, 130]"
2278,s106,08_1056.xml,"[6, 6726, 4, 130, 1060]"
2279,s106,08_1056.xml,"[6726, 4, 130, 1060, 3]"
2280,s106,08_1056.xml,"[4, 130, 1060, 3, 201534]"
2281,s107,08_1056.xml,"[324, 201534, 49, 2558, 4]"
2282,s107,08_1056.xml,"[201534, 49, 2558, 4, 0]"
2283,s107,08_1056.xml,"[49, 2558, 4, 0, 3697]"
2284,s107,08_1056.xml,"[2558, 4, 0, 3697, 3]"
2285,s107,08_1056.xml,"[4, 0, 3697, 3, 7548]"
2286,s107,08_1056.xml,"[0, 3697, 3, 7548, 6]"
2287,s107,08_1056.xml,"[3697, 3, 7548, 6, 0]"
2288,s107,08_1056.xml,"[3, 7548, 6, 0, 69579]"
2289,s107,08_1056.xml,"[7548, 6, 0, 69579, 201534]"
2290,s107,08_1056.xml,"[6, 0, 69579, 201534, 4334]"
2291,s107,08_1056.xml,"[0, 69579, 201534, 4334, 12]"
2292,s107,08_1056.xml,"[69579, 201534, 4334, 12, 0]"
2293,s107,08_1056.xml,"[201534, 4334, 12, 0, 1217]"
2294,s107,08_1056.xml,"[4334, 12, 0, 1217, 2925]"
2295,s107,08_1056.xml,"[12, 0, 1217, 2925, 6]"
2296,s107,08_1056.xml,"[0, 1217, 2925, 6, 47]"
2297,s107,08_1056.xml,"[1217, 2925, 6, 47, 901]"
2298,s107,08_1056.xml,"[2925, 6, 47, 901, 12]"
2299,s107,08_1056.xml,"[6, 47, 901, 12, 69579]"
2300,s107,08_1056.xml,"[47, 901, 12, 69579, 2874]"
2301,s107,08_1056.xml,"[901, 12, 69579, 2874, 201534]"
2302,s107,08_1056.xml,"[12, 69579, 2874, 201534, 201534]"
2303,s107,08_1056.xml,"[69579, 2874, 201534, 201534, 98]"
2304,s107,08_1056.xml,"[2874, 201534, 201534, 98, 6456]"
2305,s107,08_1056.xml,"[201534, 201534, 98, 6456, 3850]"
2306,s107,08_1056.xml,"[201534, 98, 6456, 3850, 201534]"
2307,s107,08_1056.xml,"[98, 6456, 3850, 201534, 10]"
2308,s107,08_1056.xml,"[6456, 3850, 201534, 10, 55]"
2309,s107,08_1056.xml,"[3850, 201534, 10, 55, 201534]"
2310,s107,08_1056.xml,"[201534, 10, 55, 201534, 5278]"
2311,s107,08_1056.xml,"[10, 55, 201534, 5278, 5]"
2312,s107,08_1056.xml,"[55, 201534, 5278, 5, 14824]"
2313,s107,08_1056.xml,"[201534, 5278, 5, 14824, 13]"
2314,s107,08_1056.xml,"[5278, 5, 14824, 13, 0]"
2315,s107,08_1056.xml,"[5, 14824, 13, 0, 153]"
2316,s107,08_1056.xml,"[14824, 13, 0, 153, 3]"
2317,s107,08_1056.xml,"[13, 0, 153, 3, 0]"
2318,s107,08_1056.xml,"[0, 153, 3, 0, 534]"
2319,s107,08_1056.xml,"[153, 3, 0, 534, 3]"
2320,s107,08_1056.xml,"[3, 0, 534, 3, 7]"
2321,s107,08_1056.xml,"[0, 534, 3, 7, 2980]"
2322,s107,08_1056.xml,"[534, 3, 7, 2980, 1723]"
2323,s107,08_1056.xml,"[3, 7, 2980, 1723, 128]"
2324,s107,08_1056.xml,"[7, 2980, 1723, 128, 4863]"
2325,s107,08_1056.xml,"[2980, 1723, 128, 4863, 4114]"
2326,s107,08_1056.xml,"[1723, 128, 4863, 4114, 201534]"
2327,s108,08_1056.xml,"[0, 305, 98, 201534, 15]"
2328,s108,08_1056.xml,"[305, 98, 201534, 15, 7288]"
2329,s108,08_1056.xml,"[98, 201534, 15, 7288, 1219]"
2330,s108,08_1056.xml,"[201534, 15, 7288, 1219, 201534]"
2331,s108,08_1056.xml,"[15, 7288, 1219, 201534, 11670]"
2332,s108,08_1056.xml,"[7288, 1219, 201534, 11670, 98]"
2333,s108,08_1056.xml,"[1219, 201534, 11670, 98, 201534]"
2334,s109,08_1056.xml,"[12, 15, 115519, 13, 0]"
2335,s109,08_1056.xml,"[15, 115519, 13, 0, 201534]"
2336,s110,08_1056.xml,"[201534, 69579, 40, 3128, 22]"
2337,s110,08_1056.xml,"[69579, 40, 3128, 22, 64]"
2338,s110,08_1056.xml,"[40, 3128, 22, 64, 246]"
2339,s110,08_1056.xml,"[3128, 22, 64, 246, 12]"
2340,s110,08_1056.xml,"[22, 64, 246, 12, 0]"
2341,s110,08_1056.xml,"[64, 246, 12, 0, 1124]"
2342,s110,08_1056.xml,"[246, 12, 0, 1124, 3]"
2343,s110,08_1056.xml,"[12, 0, 1124, 3, 3667]"
2344,s110,08_1056.xml,"[0, 1124, 3, 3667, 1045]"
2345,s110,08_1056.xml,"[1124, 3, 3667, 1045, 54]"
2346,s110,08_1056.xml,"[3, 3667, 1045, 54, 30]"
2347,s110,08_1056.xml,"[3667, 1045, 54, 30, 201534]"
2348,s111,08_1056.xml,"[952, 201534, 15, 7, 198]"
2349,s111,08_1056.xml,"[201534, 15, 7, 198, 201534]"
2350,s112,08_1056.xml,"[63, 15, 84, 995, 3]"
2351,s112,08_1056.xml,"[15, 84, 995, 3, 47]"
2352,s112,08_1056.xml,"[84, 995, 3, 47, 33455]"
2353,s112,08_1056.xml,"[995, 3, 47, 33455, 22]"
2354,s112,08_1056.xml,"[3, 47, 33455, 22, 0]"
2355,s112,08_1056.xml,"[47, 33455, 22, 0, 79]"
2356,s112,08_1056.xml,"[33455, 22, 0, 79, 0]"
2357,s112,08_1056.xml,"[22, 0, 79, 0, 310]"
2358,s112,08_1056.xml,"[0, 79, 0, 310, 901]"
2359,s112,08_1056.xml,"[79, 0, 310, 901, 15]"
2360,s112,08_1056.xml,"[0, 310, 901, 15, 116]"
2361,s112,08_1056.xml,"[310, 901, 15, 116, 2094]"
2362,s112,08_1056.xml,"[901, 15, 116, 2094, 130]"
2363,s112,08_1056.xml,"[15, 116, 2094, 130, 408]"
2364,s112,08_1056.xml,"[116, 2094, 130, 408, 10]"
2365,s112,08_1056.xml,"[2094, 130, 408, 10, 194]"
2366,s112,08_1056.xml,"[130, 408, 10, 194, 4]"
2367,s112,08_1056.xml,"[408, 10, 194, 4, 30]"
2368,s112,08_1056.xml,"[10, 194, 4, 30, 1198]"
2369,s112,08_1056.xml,"[194, 4, 30, 1198, 4]"
2370,s112,08_1056.xml,"[4, 30, 1198, 4, 280]"
2371,s112,08_1056.xml,"[30, 1198, 4, 280, 47]"
2372,s112,08_1056.xml,"[1198, 4, 280, 47, 201534]"
2373,s113,08_1056.xml,"[201534, 4334, 12, 6, 5732]"
2374,s113,08_1056.xml,"[4334, 12, 6, 5732, 20]"
2375,s113,08_1056.xml,"[12, 6, 5732, 20, 15]"
2376,s113,08_1056.xml,"[6, 5732, 20, 15, 2111]"
2377,s113,08_1056.xml,"[5732, 20, 15, 2111, 69579]"
2378,s113,08_1056.xml,"[20, 15, 2111, 69579, 7]"
2379,s113,08_1056.xml,"[15, 2111, 69579, 7, 191]"
2380,s113,08_1056.xml,"[2111, 69579, 7, 191, 3667]"
2381,s113,08_1056.xml,"[69579, 7, 191, 3667, 6003]"
2382,s113,08_1056.xml,"[7, 191, 3667, 6003, 4]"
2383,s113,08_1056.xml,"[191, 3667, 6003, 4, 3192]"
2384,s113,08_1056.xml,"[3667, 6003, 4, 3192, 0]"
2385,s113,08_1056.xml,"[6003, 4, 3192, 0, 1120]"
2386,s113,08_1056.xml,"[4, 3192, 0, 1120, 19]"
2387,s113,08_1056.xml,"[3192, 0, 1120, 19, 118]"
2388,s113,08_1056.xml,"[0, 1120, 19, 118, 101]"
2389,s113,08_1056.xml,"[1120, 19, 118, 101, 13]"
2390,s113,08_1056.xml,"[19, 118, 101, 13, 7]"
2391,s113,08_1056.xml,"[118, 101, 13, 7, 1217]"
2392,s113,08_1056.xml,"[101, 13, 7, 1217, 12]"
2393,s113,08_1056.xml,"[13, 7, 1217, 12, 69579]"
2394,s113,08_1056.xml,"[7, 1217, 12, 69579, 33]"
2395,s113,08_1056.xml,"[1217, 12, 69579, 33, 3667]"
