,Id,Name,file_id,text
30,s23,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"It is also indicated in males aged 9 to 15 years for the prevention of infection caused by HPV types 6, 11, 16 and 18."
31,s24,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"It is administered intramuscularly in three separate doses over a period of some months, and a subsequent booster is required some years later."
32,s25,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"8 By an agreement effective on 1 May 2006, Merck amp; Co., Inc. appointed CSL as its exclusive distributor of GARDASIL in Australia."
33,s26,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,CSL launched GARDASIL officially on 28 August 2006.
34,s27,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"The launch was accompanied by substantial marketing activity which included advertising in medical journals, mail-outs to healthcare practitioners, media releases and conference presentations."
35,s28,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,The evidence is that the market in Australia for a vaccine of this nature is substantial.
36,s29,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"9 In or about March 2006, GSKA applied to the TGA for approval to market its vaccine for the prevention of cervical cancer."
37,s30,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"However, to date that vaccine, CERVARIX, has not been approved by the TGA for any indication."
38,s31,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"It appears that marketing approval is not imminent, but GSKA's application is likely to be reviewed ""within the first half of 2007""."
39,s32,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,10 It is necessary to say something briefly about HPV and cervical cancer.
40,s33,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"It is common ground between the parties that HPV is both a common and contagious virus which is usually transmitted by sexual contact and is a cause of, amongst other things, cervical cancer in women."
41,s34,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"Approximately 75 per cent of the adult population, male and female, will be infected by HPV at some stage during their lifetime."
42,s35,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"In most cases, the human immune system will eliminate the infection."
43,s36,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"However, if it persists over time, it has the potential to cause precancerous cervical lesions and ultimately cervical cancer."
44,s37,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,11 Cervical cancer is the second most common cancer in women worldwide.
45,s38,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,In Australia it accounts for some 230 deaths and 800 new cases per year notwithstanding Papanicolaou (pap) smear screening programs.
46,s39,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"12 HPV is also said to be responsible for less common cancers, including up to 50 per cent of cases of vulvar cancer and 60 to 65 per cent of vaginal cancer, as well as approximately 90 per cent of cases of genital warts."
47,s40,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,13 There are more than 100 strains of HPV.
48,s41,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,Several of those cause cervical cancer or precancerous lesions.
49,s42,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,The strains of HPV principally implicated in cervical cancer are HPV types 16 and 18.
50,s43,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,These types are responsible for approximately 70 per cent of all cervical cancer in women worldwide.
51,s44,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,14 HPV types 31 and 45 are also associated with cervical cancer.
52,s45,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,15 HPV types 6 and 11 are responsible for 90 per cent of cases of genital warts.
53,s46,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"16 Pharmaceutical products, including vaccines, may not be imported into, manufactured or supplied in Australia unless they have been entered in the Australian Register of Therapeutic Goods (""the ARTG"")."
54,s47,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"An application for regulatory approval must include a dossier of chemical, pre-clinical and clinical data relating to the production, safety and efficacy of the product."
55,s48,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"This data is reviewed by the TGA and the Australian Drug Evaluation Committee (""the ADEC"")."
56,s49,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"That review determines the proposed ""indications"" for use."
57,s50,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"17 In order to gain marketing approval a product information sheet, which defines the indications for the pharmaceutical product, must also be approved."
58,s51,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,Section 21B(3) of the Therapeutic Goods Act 1989 (Cth) prohibits a person from representing that therapeutic goods that are not included in the ARTG are so included.
59,s52,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"Although CSL at one point alleged that GSKA had contravened this provision, it did not rely upon any such contention in support of its application for interlocutory relief."
60,s53,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," The GSKA Information Sheet   18 In June and July 2006, GSKA engaged in what it described as a ""market research project""."
61,s54,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"That activity, which was undertaken by a market research organisation known as Australian Fieldwork Solutions, consisted of contacting general practitioners by telephone to ascertain whether they were interested in participating, for a fee, in market research on cervical cancer vaccines, and if so sending by facsimile an information sheet containing comparative information on GARDASIL and CERVARIX (""the GSKA Information Sheet"")."
62,s55,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"Subsequently the general practitioner would again be contacted by telephone, and interviewed."
63,s56,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"19 The GSKA Information Sheet was a two page document containing some background information describing the impact and cause of cervical cancer, and particularly its links with HPV."
64,s57,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"It emphasised the importance of regular pap smears as early detection tools, and the need for regular screening."
65,s58,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,None of this was in any way contentious.
66,s59,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"20 However, the GSKA Information Sheet went on to deal, in a comparative way, with GARDASIL and CERVARIX."
67,s60,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,It stated that there were two companies developing a vaccine that would offer protection against HPV types 16 and 18 -- the two key cervical cancer causing types.
68,s61,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,It said that women would be able to choose which of the two vaccines they preferred.
69,s62,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"It observed that it was anticipated that the government would fund a free vaccination program for girls at school while for other women there would be two vaccines available from their general practitioner to be paid for privately, each costing around $400 per course of three injections."
70,s63,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,It added that both vaccines were expected to give at least 10 years protection before any boosters were required.
71,s64,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"21 It is necessary to set out in detail the nature of the comparative information provided in the GSKA Information Sheet:   "" Vaccine A --- Gardasil   #8226; Will be launched first to market later this year."
72,s65,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," #8226; This vaccine is based on work by Professor Ian Frazer, Australian of the Year."
73,s66,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," #8226; This vaccine is manufactured by CSL, a well established Australian company."
74,s67,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; This vaccine is indicated for females aged 9 - 26 years.
75,s68,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Gardasil offers protection against cervical cancer caused by HPV types 16 and 18 (These two HPV types cause 70% of cervical cancers).
76,s69,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Gardasil is the only vaccine to provide protection against two further non cervical cancer causing HPV types responsible for genital warts.
77,s70,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Gardasil may offer further protection against some vaginal and vulval cancers (Caused by HPV types 16 and 18).
78,s71,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Gardasil has been formulated with an aluminium adjuvant.
79,s72,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,This adjuvant has been used in the formulation of many vaccines and has been proven to be effective and well tolerated.
80,s73,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Research has demonstrated that Gardasil formulated with an aluminium adjuvant produces a long lasting immune response in women aged 9-26 years.
81,s74,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Clinical trials demonstrate that Gardasil is well tolerated.
82,s75,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Gardasil administration results in general symptoms which were comparable to the control group.
83,s76,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"The most common reactions observed after vaccine administration were injection site reactions including pain, redness, swelling and fatigue."
84,s77,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Gardasil will be available as a single dose vial and a retractable pre-filled syringe.
85,s78,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,   Vaccine B --- Cervarix   #8226; Will be launched second to the market after Gardasil.
86,s79,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," #8226; The vaccine is based on work by Professor Frazer, one of several researchers who developed the vaccine technology."
87,s80,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; This vaccine is manufactured by Australia's leading supplier of vaccines --- GlaxoSmithKline.
88,s81,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Indicated for females from 10 - 55 years.
89,s82,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Cervarix offers protection against cervical cancer caused by HPV types 16 and 18 (These two HPV types cause 70% of cervical cancers).
90,s83,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," #8226; Cervarix is the only vaccine to have shown evidence of additional cervical cancer coverage due to protection against two other cancer-causing HPV type infections (HPV 31 and 45) (Harper et al, 2006)."
91,s84,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," #8226; Due to the protection against these 2 additional strains of HPV, Cervarix could potentially increase protection against cervical cancer from 70% to protecting against 80% of all cervical cancers (Munoz et al 2004)."
92,s85,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," #8226; Cervarix has been formulated using next generation vaccine technology (adjuvant AS04), to generate a strong and sustained immune response in all women aged 10-55 years (Giannini, 2005, Schwarz, 2006 and Dubin, 2005)."
93,s86,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," #8226; Research has demonstrated that the AS04 adjuvant induces a stronger immune response than the same vaccine formulated in the traditional way with an aluminium adjuvant (Giannini, 2005)."
94,s87,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," #8226; The safety of the AS04 adjuvant has been demonstrated in studies involving over 30,000 people worldwide receiving at least one dose of an AS04 containing vaccine."
95,s88,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Clinical trials demonstrate that Cervarix TM is well tolerated.
96,s89,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Cervarix administration results in general symptoms which were comparable to the control group.
97,s90,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"The most common reactions observed after vaccine administration were injection site reactions including pain, redness, swelling and fatigue."
98,s91,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, #8226; Cervarix will be available as a single dose vial and a pre-filled syringe.
99,s92,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," #8226; Ongoing clinical trials are underway involving more than 30,000 women worldwide which will provide further data on the safety of Cervarix."
100,s93,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"""    22 It is also necessary to set out the preface to the GSKA Information Sheet:   ""Please note that the following information about the vaccines to prevent cervical cancer does not represent an official statement by any company."
101,s94,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,It also does not provide a full or final representation relating to these vaccines and their features.
102,s95,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"This is, however, all true and accurate information."
103,s96,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"""   CSL's claims   23 CSL claims that, when read as a whole, the GSKA Information Sheet makes a selective and incomplete comparison between GARDASIL and CERVARIX so as to present an inaccurate and unfair profile of its product."
104,s97,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,CSL further claims that those general practitioners who received the GSKA Information Sheet would understand it to be saying that CERVARIX was a superior vaccine to GARDASIL because it offered greater benefits.
105,s98,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,24 The evidence is that the GSKA Information Sheet was distributed to at least 300 general practitioners.
106,s99,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"There is also evidence that some time after these information sheets were provided, the general practitioners were interviewed by telephone."
107,s100,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"They were asked whether, on the basis of the GSKA Information Sheet provided, they would be prepared to prescribe one vaccine in preference to the other, and what price differential they would be prepared to pay in order to secure the benefits that one vaccine offered over the other."
108,s101,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"CSL claims that the questions were ""loaded"" in such a way as to suggest that CERVARIX offered clinical benefits that GARDASIL did not."
109,s102,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"25 In particular, CSL contends that the information sheet in combination with the loaded interview would be likely to have left general practitioners with the impression that CERVARIX provided a longer period of protection than GARDASIL, and that it provided what CSL described as ""cross-protection""."
110,s103,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"CSL also complains that the general practitioners were not told that GARDASIL had been approved for the vaccination of males aged 9 to 15 years, a feature that CERVARIX did not share."
111,s104,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"26 More specifically, CSL pleads in paragraph 10 of its Statement of Claim that GSKA, in the GSKA Information Sheet, and in the course of the telephone interviews conducted after the information sheet had been sent out, made the following representations in trade or commerce, in breach of s 52 of the Trade Practices Act 1974 (Cth):   ""(a) the Information Sheet was prepared independently of the Respondent;   (b) CERVARIX is registered under the TG Act;  (c) CERVARIX has been approved by the TGA for sale and supply in Australia;  (d) CERVARIX is indicated for females aged ten to fifty-five years;  (e) CERVARIX has been approved by the TGA for protection against cervical cancer caused by HPV types 16 and 18;  (f) CERVARIX has been proven to provide protection against cancer caused by HPV type infections 31 and 45;  (g) CERVARIX is the only vaccine to have shown evidence of cervical cancer coverage additional to HPV type 16 and 18 infections due to protection against two other cancer causing HPV infections being types HPV 31 and HPV 45."
112,s105,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, (h) CERVARIX can increase protection against cervical cancer from 70% to 80% of all cervical cancers.
113,s106,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," (i) CERVARIX, formulated with an AS04 adjuvant, induces longer lasting and stronger immune responses than GARDASIL, formulated with an aluminium adjuvant."
114,s107,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, (j) GARDASIL may offer further protection against some vaginal and vulval cancers caused by HPV types 16 and 18.
115,s108,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," (k) GARDASIL has not been approved by the TGA for the prevention of infection caused by HPV types 6, 11, 16 and 18 in males aged nine to fifteen years."
116,s109,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,    PARTICULARS    The representations referred to in paragraphs (a) to (k) were expressly stated in the Information Sheet or by the Respondent's agents when interviewing the general practitioners or were implied from the Information Sheet and the statements made and the nature of the inquiries conducted by the Respondent's agents when conducting the general practitioner interviews.
117,s110,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"""    27 CSL pleads in paragraph 11 of its Statement of Claim that each of the representations set out in paragraph 10 was untrue in that:    ""(a) the Information Sheet was prepared by, or with the sponsorship, authority and approval of, the Respondent."
118,s111,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," (b) CERVARIX is not registered under the TG Act;  (c) the TGA has not approved CERVARIX for sale and supply in Australia;  (d) CERVARIX is not registered under the TG Act and the TGA has not approved CERVARIX for any indications in Australia;  (e) CERVARIX is not registered under the TG Act and the TGA has not approved CERVARIX for any indications in Australia;  (f) there is no or insufficient evidence that CERVARIX provides protection against cancer caused by HPV infections types 31 and 45;  (g) there is no or insufficient evidence that CERVARIX provides protection against cancer causing HPV infections types HPV 31 and 45 and, further, CERVARIX is not the only vaccine to have shown evidence of potential cross-protection against other cancer causing HPV types such as HPV 31 and 45;  (h) there is no or insufficient evidence to claim that CERVARIX will provide up to 80% protection against all cervical cancers;  (i) there is no or insufficient evidence to show that CERVARIX, formulated with adjuvant AS04, induces longer lasting and stronger immune responses than GARDASIL, formulated with its aluminium adjuvant;  (j) as stated in the Product Information Sheet, GARDASIL has been approved by the TGA as indicated for the prevention of vulval and vaginal cancers; and  (k) GARDASIL has been approved by the TGA for use in boys aged 9-15 years as stated in the Product Information Sheet approved by the TGA."
119,s112,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"""     GSKA's proffered undertakings   28 GSKA has offered undertakings that until trial, or order of the Court, it will not make any representation in Australia in trade or commerce that:   #8226; CERVARIX is registered under the Therapeutic Goods Act ; and #8226; CERVARIX has been approved by the TGA for sale and supply in Australia, unless or until CERVARIX is approved by the TGA and/or registered under the Therapeutic Goods Act ."
120,s113,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," 29 GSKA has also offered to undertake that until trial, or order of the Court, it will not further distribute the GSKA Information Sheet."
121,s114,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"30 The effect of these undertakings is, as CSL acknowledged, to obviate the need to consider the representations pleaded in paragraphs 10(b), (c) and (e) of the Statement of Claim."
122,s115,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"However, there remains an issue as to whether there is a serious question to be tried with regard to the misleading or deceptive nature of the representations pleaded in paragraphs 10(a), (d), (f), (g), (h), (i), (j) and (k)."
123,s116,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml, Is there a serious question to be tried?
124,s117,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," Representation 10(a)   31 CSL contends that the preface to the GSKA Information Sheet (set out at [ 22 ] above) contains a representation that the information sheet was independently prepared, and that it represented a balanced, objective account of the features of the two vaccines."
125,s118,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,CSL further contends that the information sheet failed to disclose GSKA's involvement in its preparation.
126,s119,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"To the extent that it asserted that it did ""not represent an official statement by any company"", but contained ""all true and accurate information"" it implied that it was not GSKA's document."
127,s120,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"That representation, CSL contends, was false."
128,s121,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,32 GSKA contends that there is no serious question to be tried in relation to representation 10(a).
129,s122,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,It denies that any representation of the kind pleaded was made.
130,s123,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,33 I am prepared to accept that there is a serious question to be tried in relation to this representation.
131,s124,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"However, I think it unlikely that any general practitioner, who read the GSKA Information Sheet with care, would conclude that it was independently prepared, rather than being prepared by or on behalf of GSKA."
132,s125,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"The GSKA Information Sheet must be read as a whole, and against the background of it having been provided in response to an approach by a market research organisation that was prepared to pay general practitioners a fee for reading it, and participating in an interview."
133,s126,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"This had all the hallmarks of an advertising exercise, and the comparison drawn in favour of CERVARIX made it likely that the information sheet was part of that exercise."
134,s127,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," Representation 10(d)   34 CSL contends that the representation that CERVARIX is ""indicated for females from 10-55 years"", which appears in the GSKA Information Sheet was false."
135,s128,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"It argues that the term ""indicated"" has a special meaning in relation to pharmaceutical products, suggesting that any product to which it applies has received TGA approval."
136,s129,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,It submits that general practitioners would understand the term in that way.
137,s130,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"35 GSKA submits that the term ""indicates"" has a broader meaning, and is not to be understood as suggesting that a product has TGA approval."
138,s131,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"GSKA refers to the medical dictionary definition of the term which encompasses this broader meaning, and suggests simply that that product is apt for the particular use."
139,s132,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,36 I am satisfied that there is a serious question to be tried as to whether the particular representation pleaded is contained in the GSKA Information Sheet.
140,s133,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,I am also satisfied that there is a serious question to be tried as to whether that representation is false.
141,s134,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml," Representations 10(f), (g) and (h)   37 CSL contends that these three representations, taken together, imply that CERVARIX is the only vaccine which has been proven to provide protection against cancer caused by HPV type infections 31 and 45."
142,s135,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,It notes that the GSKA Information Sheet states that CERVARIX is the only vaccine to have shown evidence of additional cervical cancer coverage due to protection against two other cancer-causing HPV type infections (HPV 31 and 45).
143,s136,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"The GSKA Information Sheet goes on to say that due to the protection against these two additional strains of HPV, CERVARIX could potentially increase protection against cervical cancer from 70 per cent to 80 per cent of all cervical cancers."
144,s137,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"38 CSL argues that the GSKA Information Sheet conveys three things:   #8226; CERVARIX has been shown by reliable evidence to provide protection against not only HPV type 16 and 18 infections, but also HPV type 31 and 45 infections; #8226; CERVARIX is the only vaccine to have been shown by reliable evidence to provide such ""additional"" protection; and #8226; because CERVARIX provides such additional protection, it offers protection against 80 per cent of all cervical cancers."
145,s138,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"  39 CSL submits that the representations pleaded suggest that the ""evidence"" of this additional coverage was generated in a robust scientific clinical study."
146,s139,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"The inclusion of the academic reference ""Harper et al, 2006"" is intended to reinforce that claim."
147,s140,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,"40 However, CSL contends that there is no proper scientific basis for these representations."
148,s141,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,It says that GSKA's methodology for measuring the efficacy of its vaccine overlooks the role that the human body's immune system plays in the self-elimination of the HPV infection.
149,s142,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,This is because 70 to 90 per cent of HPV infections are cleared spontaneously by the body's immune system within 36 months.
150,s143,CSL Limited v GlaxoSmithKline Australia Pty Ltd [2006] FCA 1301 (3 October 2006),06_1301.xml,HPV infection does not progress to cervical cancer unless the infection persists.
